applicant_id,age_years,income_type,annual_income,employment_years,education,family_status,housing_type,occupation_type,num_children,family_size,owns_car,owns_realty,credit_history_months,existing_loan_balance,num_credit_lines,payment_status
5202,66,Working,49780.98,8.0,Higher education,Civil marriage,House / apartment,Core staff,1,2,1,0,39,0.0,6,3
5203,61,Working,31394.94,13.5,Higher education,Married,Rented apartment,IT staff,0,2,1,0,128,21193.7,5,2
5204,61,Commercial associate,68563.57,7.3,Higher education,Civil marriage,House / apartment,Medicine staff,1,3,1,1,107,29262.27,7,3
5205,57,Working,36856.07,5.5,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,3,1,0,175,7539.79,2,4
5206,38,Working,29868.28,9.0,Higher education,Single / not married,House / apartment,Accountants,0,2,0,1,111,13353.98,2,3
5207,39,Working,78124.45,1.1,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,2,0,0,13,0.0,1,3
5208,43,State servant,54935.37,4.3,Secondary / secondary special,Civil marriage,Rented apartment,Medicine staff,1,3,1,1,114,11640.37,5,2
5209,41,Working,50442.2,11.3,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,1,202,34173.09,6,2
5210,67,Working,38828.78,3.4,Higher education,Married,House / apartment,Managers,1,2,0,1,201,9666.77,6,3
5211,63,Commercial associate,53473.42,0.7,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,1,0,0,58,2326.89,2,2
5212,64,Working,69294.09,6.1,Higher education,Civil marriage,With parents,IT staff,0,2,1,1,133,38521.08,5,3
5213,50,Student,16609.53,8.0,Lower secondary,Single / not married,House / apartment,IT staff,1,3,1,1,155,22379.91,1,3
5214,30,State servant,8000.0,4.7,Higher education,Civil marriage,House / apartment,Sales staff,0,2,0,1,183,20712.62,7,3
5215,28,Working,83129.78,8.1,Incomplete higher,Married,House / apartment,Managers,1,2,0,1,74,16870.39,0,2
5216,34,Working,47883.23,6.6,Secondary / secondary special,Civil marriage,Rented apartment,Core staff,1,3,1,0,87,6908.15,5,2
5217,52,Working,50408.06,22.9,Incomplete higher,Civil marriage,Municipal apartment,Sales staff,0,2,1,1,209,11838.65,2,2
5218,38,Working,62115.44,9.1,Incomplete higher,Single / not married,House / apartment,Medicine staff,0,2,0,0,167,34936.41,1,2
5219,53,Working,52330.09,6.6,Incomplete higher,Married,House / apartment,Core staff,1,2,0,0,34,6761.01,0,3
5220,64,Working,56763.81,1.3,Secondary / secondary special,Separated,House / apartment,Medicine staff,0,1,1,1,102,31384.1,4,3
5221,37,Working,38326.36,3.6,Higher education,Single / not married,With parents,Managers,0,2,0,0,7,19189.1,1,3
5222,66,Commercial associate,34174.3,2.8,Secondary / secondary special,Civil marriage,House / apartment,Laborers,1,3,1,1,184,19253.01,4,3
5223,46,Working,49413.67,12.5,Higher education,Separated,House / apartment,Accountants,1,3,1,1,81,0.0,2,3
5224,60,Working,67547.93,2.6,Secondary / secondary special,Married,With parents,Sales staff,1,3,1,1,176,20101.46,2,1
5225,23,Commercial associate,46396.15,4.6,Incomplete higher,Separated,House / apartment,Accountants,0,2,1,0,226,14225.7,1,2
5226,34,Working,33533.62,7.0,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,1,2,1,0,81,0.0,0,2
5227,66,Working,64231.05,4.0,Higher education,Civil marriage,Rented apartment,Core staff,1,2,1,1,237,15500.67,6,2
5228,64,Working,37798.39,4.5,Incomplete higher,Married,Rented apartment,Drivers,0,2,1,1,85,9892.56,6,3
5229,48,Working,38533.68,6.6,Higher education,Civil marriage,With parents,Managers,1,3,1,1,78,18179.08,5,4
5230,22,Working,39122.98,3.4,Incomplete higher,Single / not married,House / apartment,Sales staff,0,1,1,1,197,4753.79,6,2
5231,23,Pensioner,27363.19,0.0,Secondary / secondary special,Married,House / apartment,Managers,0,1,1,1,11,2818.52,7,3
5232,41,State servant,17969.07,8.8,Higher education,Civil marriage,House / apartment,Core staff,1,2,1,1,143,16139.5,0,2
5233,65,Working,36505.39,3.8,Higher education,Separated,Rented apartment,Drivers,0,2,0,0,38,10256.13,2,3
5234,39,Working,48628.3,2.7,Lower secondary,Single / not married,Rented apartment,Sales staff,1,2,1,0,147,10950.22,5,4
5235,64,Pensioner,30187.73,0.0,Higher education,Separated,House / apartment,IT staff,0,2,1,0,66,354.68,0,2
5236,47,Commercial associate,84317.85,14.1,Lower secondary,Single / not married,House / apartment,Sales staff,0,1,1,1,230,14311.75,5,0
5237,27,Working,73970.43,5.4,Secondary / secondary special,Widow,House / apartment,Drivers,0,1,1,1,74,22692.42,5,3
5238,48,Working,68821.61,6.0,Secondary / secondary special,Single / not married,Rented apartment,Accountants,0,2,1,1,53,18294.32,2,3
5239,38,Working,59405.78,6.0,Secondary / secondary special,Separated,House / apartment,Laborers,0,2,1,1,180,10577.07,6,2
5240,32,Commercial associate,56876.57,4.3,Secondary / secondary special,Single / not married,Rented apartment,Sales staff,3,5,1,0,125,0.0,6,3
5241,54,Working,35186.66,5.3,Secondary / secondary special,Civil marriage,Rented apartment,Drivers,1,2,0,1,159,4776.92,5,3
5242,31,Working,45281.59,1.3,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,0,46,6068.71,6,4
5243,65,Working,54222.87,2.2,Secondary / secondary special,Married,Rented apartment,Laborers,0,2,1,1,63,25067.33,1,2
5244,60,Working,57945.52,4.5,Higher education,Widow,Rented apartment,Laborers,0,1,0,0,57,24630.84,6,2
5245,59,Commercial associate,73084.8,3.8,Incomplete higher,Married,With parents,IT staff,1,3,1,1,180,18736.1,4,2
5246,24,Pensioner,26812.48,0.0,Secondary / secondary special,Civil marriage,House / apartment,IT staff,1,2,1,1,146,10839.79,0,2
5247,68,Commercial associate,76524.11,5.3,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,2,0,0,78,30640.45,4,3
5248,45,Working,64858.74,8.2,Secondary / secondary special,Separated,House / apartment,Laborers,1,3,0,1,27,22547.78,3,3
5249,56,Working,58862.53,3.4,Secondary / secondary special,Married,House / apartment,Managers,1,2,1,0,145,0.0,4,2
5250,30,Pensioner,27686.27,0.0,Higher education,Married,House / apartment,Accountants,0,1,0,1,35,33984.26,0,3
5251,58,Commercial associate,42489.18,6.6,Incomplete higher,Single / not married,Rented apartment,Accountants,0,2,0,1,230,13050.4,0,2
5252,36,Working,31493.31,4.5,Secondary / secondary special,Widow,House / apartment,IT staff,1,3,0,0,58,26286.01,5,3
5253,55,Working,34270.82,9.0,Incomplete higher,Single / not married,House / apartment,Drivers,0,1,0,1,85,20646.66,6,3
5254,34,Pensioner,30519.34,0.0,Incomplete higher,Civil marriage,Municipal apartment,IT staff,1,2,1,0,121,0.0,3,3
5255,66,Pensioner,33094.08,0.0,Secondary / secondary special,Civil marriage,With parents,Core staff,0,1,1,1,57,9391.55,2,3
5256,55,State servant,20196.55,4.4,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0,2,0,0,230,0.0,5,3
5257,43,Commercial associate,49416.1,3.0,Higher education,Widow,Municipal apartment,Managers,0,2,1,0,141,5711.84,2,2
5258,43,Working,48831.75,10.6,Higher education,Separated,House / apartment,IT staff,0,2,1,0,163,16702.41,6,3
5259,21,Working,30830.04,2.1,Secondary / secondary special,Civil marriage,With parents,Medicine staff,0,1,0,1,25,15820.99,4,4
5260,35,Working,51833.99,4.3,Higher education,Single / not married,House / apartment,Laborers,2,4,0,0,156,6960.39,0,1
5261,59,Pensioner,24987.2,0.0,Higher education,Single / not married,With parents,Core staff,2,4,1,0,185,11964.22,5,2
5262,61,Commercial associate,44808.17,2.0,Secondary / secondary special,Widow,Rented apartment,Laborers,0,2,1,0,88,16321.58,7,2
5263,69,Working,45837.99,5.6,Higher education,Married,With parents,IT staff,0,2,1,0,184,23057.33,6,3
5264,25,State servant,45491.92,4.6,Higher education,Married,House / apartment,IT staff,0,2,1,0,21,7482.86,3,3
5265,33,Working,31635.67,7.2,Secondary / secondary special,Single / not married,Municipal apartment,Medicine staff,1,3,0,1,154,13193.91,4,3
5266,58,Working,41178.86,6.7,Higher education,Widow,House / apartment,Core staff,0,1,1,1,190,0.0,7,3
5267,38,Working,52365.93,6.5,Higher education,Separated,Rented apartment,Drivers,2,4,0,0,138,377.27,4,2
5268,33,State servant,29330.74,9.4,Higher education,Widow,House / apartment,Sales staff,1,3,0,0,9,28561.27,1,3
5269,34,State servant,16791.4,9.3,Secondary / secondary special,Separated,House / apartment,Medicine staff,0,1,0,1,113,33349.3,1,2
5270,65,Commercial associate,27731.95,3.8,Incomplete higher,Civil marriage,Municipal apartment,Medicine staff,0,1,0,1,177,17465.28,2,2
5271,63,Student,12805.23,3.7,Higher education,Married,With parents,IT staff,1,2,1,1,23,11096.46,6,4
5272,21,State servant,21542.14,8.0,Secondary / secondary special,Widow,House / apartment,Core staff,0,2,0,1,87,9348.66,3,2
5273,62,Pensioner,24592.33,0.0,Higher education,Separated,Rented apartment,Managers,2,3,1,0,178,29647.96,5,3
5274,48,State servant,63309.2,6.8,Secondary / secondary special,Married,House / apartment,IT staff,0,2,0,0,114,0.0,7,1
5275,62,Working,23287.08,5.7,Higher education,Widow,House / apartment,Drivers,0,2,1,0,108,42286.59,5,4
5276,51,Pensioner,25230.47,0.0,Incomplete higher,Separated,House / apartment,Drivers,0,2,1,1,124,15969.97,0,2
5277,54,Commercial associate,104778.4,7.8,Secondary / secondary special,Separated,House / apartment,Laborers,0,2,1,1,132,0.0,7,1
5278,49,Pensioner,31999.67,0.0,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,3,1,0,58,44526.71,4,4
5279,56,Working,39208.36,15.9,Higher education,Single / not married,With parents,Medicine staff,0,1,1,0,23,0.0,3,2
5280,60,Pensioner,26462.55,0.0,Incomplete higher,Single / not married,Rented apartment,Sales staff,1,2,0,1,160,0.0,1,1
5281,45,Student,17254.15,18.0,Higher education,Married,House / apartment,Medicine staff,0,1,0,0,193,4244.33,3,2
5282,26,Working,71708.41,6.4,Secondary / secondary special,Civil marriage,With parents,Sales staff,0,1,1,0,66,13107.66,1,2
5283,25,Student,12213.02,4.4,Secondary / secondary special,Married,House / apartment,IT staff,0,1,1,0,69,29416.94,3,4
5284,41,Working,33067.64,12.1,Secondary / secondary special,Civil marriage,Municipal apartment,IT staff,1,2,0,1,35,10861.89,4,2
5285,44,Working,23283.76,5.8,Incomplete higher,Single / not married,Rented apartment,Drivers,0,1,0,0,58,5333.62,1,2
5286,63,Working,46623.76,9.0,Secondary / secondary special,Separated,Municipal apartment,IT staff,0,1,0,1,86,11302.36,2,2
5287,22,Pensioner,14224.26,0.0,Secondary / secondary special,Single / not married,Rented apartment,Laborers,1,3,1,1,193,11237.38,4,3
5288,64,Commercial associate,50260.56,3.4,Higher education,Single / not married,With parents,Managers,2,4,0,1,200,32268.63,2,1
5289,23,Working,30688.24,7.7,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,0,214,27661.73,4,2
5290,45,Commercial associate,82556.59,8.8,Secondary / secondary special,Single / not married,Rented apartment,Accountants,0,1,1,0,99,7753.53,5,2
5291,41,Working,36992.76,5.3,Secondary / secondary special,Married,Rented apartment,Managers,1,2,1,1,36,10865.99,2,4
5292,48,Working,51251.65,2.2,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,1,1,1,231,0.0,6,2
5293,23,State servant,17542.71,12.2,Secondary / secondary special,Civil marriage,House / apartment,IT staff,0,1,0,1,19,22581.91,2,3
5294,58,Pensioner,29288.77,0.0,Secondary / secondary special,Separated,House / apartment,Accountants,0,1,0,1,8,14380.52,0,3
5295,27,Pensioner,16209.03,0.0,Higher education,Civil marriage,House / apartment,Accountants,0,1,0,1,182,19653.24,6,2
5296,59,Commercial associate,51061.38,4.7,Secondary / secondary special,Married,Municipal apartment,Laborers,0,1,1,0,4,22582.65,1,3
5297,48,Student,26608.81,1.9,Incomplete higher,Separated,House / apartment,Drivers,1,2,0,1,132,33673.93,3,3
5298,64,Working,59681.75,6.2,Higher education,Civil marriage,House / apartment,Managers,1,2,1,0,215,10324.09,4,2
5299,68,Working,42977.5,4.2,Higher education,Separated,House / apartment,Medicine staff,0,1,0,0,225,15648.73,6,3
5300,62,Working,95383.34,1.9,Secondary / secondary special,Widow,With parents,Managers,1,3,1,0,46,33796.8,7,3
5301,43,Commercial associate,40781.33,9.5,Higher education,Married,Rented apartment,Accountants,1,2,0,1,40,12916.94,3,3
5302,41,Commercial associate,84469.54,7.9,Secondary / secondary special,Widow,With parents,Drivers,1,2,1,1,51,13916.46,2,3
5303,53,Pensioner,12979.79,0.0,Secondary / secondary special,Widow,House / apartment,Managers,2,4,1,0,108,46674.4,1,3
5304,52,Working,41158.22,14.0,Secondary / secondary special,Civil marriage,Municipal apartment,Core staff,1,3,1,1,187,14459.33,2,2
5305,59,Working,23772.31,5.5,Incomplete higher,Married,House / apartment,Managers,0,1,1,1,47,35823.48,4,3
5306,44,Commercial associate,65402.79,6.0,Incomplete higher,Single / not married,House / apartment,Drivers,1,2,1,1,43,8296.03,0,3
5307,43,Student,15293.84,5.0,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0,2,0,0,100,9550.74,6,3
5308,26,Working,40154.28,10.2,Lower secondary,Civil marriage,House / apartment,Medicine staff,0,1,0,1,147,0.0,1,2
5309,29,Working,62199.9,7.8,Higher education,Separated,House / apartment,Managers,0,1,0,1,72,22340.02,4,4
5310,61,Working,36068.19,1.3,Higher education,Civil marriage,With parents,Laborers,1,2,1,0,10,23605.92,3,3
5311,69,Working,50147.92,5.7,Secondary / secondary special,Single / not married,House / apartment,Core staff,2,4,0,0,225,16072.78,1,2
5312,50,Working,57923.74,8.9,Secondary / secondary special,Married,Rented apartment,Drivers,1,2,0,1,210,20503.07,2,2
5313,37,Working,21639.27,1.9,Higher education,Widow,House / apartment,Sales staff,1,3,0,1,113,25500.76,4,4
5314,23,Commercial associate,44283.3,8.9,Secondary / secondary special,Widow,House / apartment,Core staff,2,4,0,0,136,0.0,4,2
5315,23,Working,45848.31,7.9,Higher education,Married,With parents,Core staff,1,3,0,1,83,15841.2,1,2
5316,54,Working,54924.92,3.0,Higher education,Single / not married,With parents,Drivers,0,2,1,1,107,34905.71,2,2
5317,52,Working,67384.49,4.9,Secondary / secondary special,Widow,Municipal apartment,Managers,0,1,0,1,188,11605.74,3,3
5318,34,State servant,36977.68,2.4,Incomplete higher,Single / not married,House / apartment,Core staff,0,1,1,1,87,0.0,1,3
5319,30,Working,40015.58,3.9,Incomplete higher,Separated,House / apartment,Sales staff,1,3,1,0,190,27980.78,1,2
5320,24,Working,31256.61,4.9,Secondary / secondary special,Civil marriage,Municipal apartment,Medicine staff,0,2,0,1,75,16781.17,5,2
5321,54,Working,50197.25,8.3,Secondary / secondary special,Separated,House / apartment,IT staff,0,1,1,1,53,14673.17,1,2
5322,50,Commercial associate,53760.53,9.2,Higher education,Widow,With parents,Managers,0,2,1,0,63,10115.36,5,3
5323,37,State servant,36163.55,6.5,Secondary / secondary special,Single / not married,House / apartment,IT staff,0,2,1,0,114,26044.04,1,3
5324,56,Working,43521.26,4.7,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,3,1,1,234,8399.4,7,2
5325,62,Working,53688.14,8.7,Secondary / secondary special,Civil marriage,Municipal apartment,Managers,0,2,0,0,157,32351.94,4,3
5326,46,Working,36121.24,6.1,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,0,1,1,0,73,16017.09,4,3
5327,33,Commercial associate,43784.68,7.0,Incomplete higher,Married,Municipal apartment,Core staff,0,2,0,1,30,27158.72,3,3
5328,21,State servant,46044.14,9.5,Incomplete higher,Separated,Rented apartment,IT staff,1,2,0,1,57,25754.16,7,2
5329,59,Working,8000.0,8.4,Higher education,Separated,House / apartment,Laborers,0,1,1,1,94,826.02,0,4
5330,49,Working,35492.07,6.9,Incomplete higher,Widow,With parents,Managers,0,1,1,0,109,20732.79,1,2
5331,38,Pensioner,16717.17,0.0,Higher education,Single / not married,House / apartment,Medicine staff,0,2,1,0,55,11780.15,5,2
5332,21,Pensioner,39791.93,0.0,Incomplete higher,Separated,Rented apartment,Core staff,0,1,1,1,61,22878.79,4,3
5333,60,Working,38055.31,3.6,Secondary / secondary special,Married,Rented apartment,Sales staff,1,2,0,0,43,14275.05,4,2
5334,66,Working,36168.72,15.6,Secondary / secondary special,Married,Rented apartment,Medicine staff,0,2,1,1,65,0.0,3,3
5335,44,Working,44234.2,3.4,Secondary / secondary special,Civil marriage,House / apartment,IT staff,0,1,0,1,200,24486.04,4,3
5336,34,Pensioner,22165.35,0.0,Secondary / secondary special,Civil marriage,House / apartment,Managers,0,1,0,1,63,0.0,5,3
5337,51,Pensioner,24054.05,0.0,Incomplete higher,Civil marriage,Rented apartment,Core staff,0,1,1,1,47,16698.89,4,3
5338,63,Pensioner,28951.68,0.0,Incomplete higher,Widow,Municipal apartment,Drivers,0,1,0,0,33,37739.62,1,4
5339,49,Pensioner,23864.0,0.0,Secondary / secondary special,Widow,House / apartment,Managers,0,2,0,0,12,31813.26,6,5
5340,21,Working,38239.83,2.2,Incomplete higher,Married,House / apartment,Accountants,0,2,1,1,212,19827.9,1,2
5341,30,Working,29090.02,9.9,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,2,1,1,180,8864.47,7,2
5342,25,Working,26827.91,1.7,Secondary / secondary special,Civil marriage,With parents,Sales staff,1,3,1,0,44,14247.19,3,3
5343,41,State servant,40848.92,3.9,Higher education,Widow,With parents,Sales staff,0,1,1,1,60,27616.5,3,3
5344,43,Commercial associate,66438.61,12.4,Incomplete higher,Separated,Municipal apartment,Laborers,0,2,1,1,5,5529.45,5,3
5345,47,Working,22506.53,9.2,Secondary / secondary special,Married,With parents,Accountants,0,2,1,0,8,20016.32,6,3
5346,58,Working,56969.08,4.5,Secondary / secondary special,Separated,With parents,Medicine staff,0,1,0,1,186,4789.89,5,2
5347,26,Pensioner,35487.67,0.0,Secondary / secondary special,Single / not married,Rented apartment,Medicine staff,0,1,1,1,89,11621.38,1,4
5348,67,Pensioner,37551.95,0.0,Incomplete higher,Married,House / apartment,Accountants,1,2,0,1,108,9337.38,5,3
5349,33,Pensioner,30938.91,0.0,Higher education,Separated,House / apartment,Accountants,0,2,0,1,188,19971.27,6,3
5350,46,Working,55034.04,6.8,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,1,2,1,1,84,21582.62,5,3
5351,31,State servant,70590.36,11.8,Secondary / secondary special,Separated,Rented apartment,Core staff,0,2,1,0,233,40842.02,3,2
5352,38,Pensioner,25045.09,0.0,Higher education,Civil marriage,House / apartment,IT staff,0,2,0,1,127,13167.92,1,3
5353,61,Pensioner,17752.22,0.0,Higher education,Civil marriage,Municipal apartment,Laborers,0,2,0,0,44,18872.66,0,3
5354,23,Pensioner,12966.21,0.0,Secondary / secondary special,Single / not married,House / apartment,IT staff,0,1,0,1,133,29101.84,6,3
5355,44,State servant,64579.44,2.8,Higher education,Single / not married,With parents,Core staff,0,1,0,1,76,14699.32,6,3
5356,49,State servant,64763.02,8.4,Incomplete higher,Single / not married,House / apartment,Drivers,0,2,0,1,92,16168.29,4,3
5357,48,Commercial associate,40583.41,11.0,Lower secondary,Separated,House / apartment,Laborers,0,2,1,1,160,22311.21,7,3
5358,39,Working,33544.7,7.8,Higher education,Civil marriage,House / apartment,Laborers,1,2,1,0,204,6882.78,0,2
5359,39,Working,39897.14,3.1,Secondary / secondary special,Married,Rented apartment,Accountants,1,2,0,0,121,17410.91,7,2
5360,65,Pensioner,39997.72,0.0,Higher education,Married,House / apartment,Medicine staff,0,2,0,1,202,5265.72,2,4
5361,32,Commercial associate,32966.65,2.4,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,1,0,90,11175.79,3,3
5362,44,Working,14025.74,6.4,Secondary / secondary special,Civil marriage,Rented apartment,IT staff,0,2,1,0,87,40760.38,2,4
5363,38,Working,79138.35,11.7,Secondary / secondary special,Single / not married,With parents,IT staff,1,2,1,0,201,13266.8,2,2
5364,58,State servant,44373.23,6.0,Secondary / secondary special,Widow,Rented apartment,Accountants,0,2,1,1,53,17660.8,1,3
5365,60,State servant,46361.79,8.5,Secondary / secondary special,Single / not married,Rented apartment,Managers,1,3,1,0,39,0.0,3,2
5366,62,Student,13923.19,1.6,Secondary / secondary special,Civil marriage,With parents,Medicine staff,0,2,0,1,116,20287.43,1,3
5367,25,Working,52336.11,8.3,Incomplete higher,Single / not married,House / apartment,Drivers,1,3,1,0,28,38711.74,1,3
5368,25,Pensioner,13160.78,0.0,Incomplete higher,Single / not married,House / apartment,Core staff,0,1,1,1,37,4818.2,7,3
5369,39,Pensioner,19758.98,0.0,Secondary / secondary special,Widow,House / apartment,Medicine staff,0,2,1,1,151,28007.77,0,4
5370,42,Working,46656.24,2.3,Higher education,Single / not married,House / apartment,Managers,3,4,1,1,67,7561.0,3,3
5371,24,Working,9233.47,8.8,Secondary / secondary special,Married,With parents,Sales staff,0,2,1,0,29,0.0,4,3
5372,64,Student,13411.78,7.7,Incomplete higher,Civil marriage,Rented apartment,Core staff,1,3,0,1,91,9749.84,3,3
5373,64,Working,39264.41,6.4,Secondary / secondary special,Separated,With parents,Sales staff,0,2,1,1,203,6800.59,3,2
5374,41,Commercial associate,53643.51,10.0,Secondary / secondary special,Civil marriage,House / apartment,Accountants,1,2,1,1,91,16383.7,6,3
5375,58,Pensioner,22599.4,0.0,Secondary / secondary special,Civil marriage,Rented apartment,Medicine staff,2,4,0,0,74,11367.67,2,3
5376,48,Pensioner,18240.26,0.0,Secondary / secondary special,Widow,House / apartment,Sales staff,1,3,1,0,43,3016.85,2,4
5377,53,Working,16303.0,9.9,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,2,1,0,71,21392.55,1,2
5378,63,Pensioner,29418.52,0.0,Incomplete higher,Separated,House / apartment,Laborers,1,2,1,1,122,29082.52,2,4
5379,25,Working,40273.05,3.4,Higher education,Widow,Rented apartment,Core staff,1,3,1,1,93,22793.31,6,3
5380,32,Pensioner,14522.24,0.0,Higher education,Single / not married,With parents,Drivers,0,1,1,1,147,17137.02,1,3
5381,41,Working,45984.9,4.3,Secondary / secondary special,Civil marriage,With parents,Laborers,0,1,1,1,106,14070.44,1,2
5382,64,Pensioner,25109.49,0.0,Secondary / secondary special,Single / not married,Rented apartment,Managers,0,1,1,1,146,22026.13,0,2
5383,50,Pensioner,23481.97,0.0,Secondary / secondary special,Separated,With parents,Laborers,1,2,0,0,200,8394.75,7,2
5384,40,Working,11028.91,4.4,Higher education,Civil marriage,House / apartment,Sales staff,0,2,1,1,192,25096.89,1,3
5385,22,Working,55753.59,5.6,Secondary / secondary special,Widow,With parents,Managers,1,3,1,0,236,0.0,1,1
5386,50,Pensioner,15916.1,0.0,Secondary / secondary special,Single / not married,House / apartment,Managers,0,2,0,1,18,0.0,6,3
5387,34,Working,45996.51,4.5,Secondary / secondary special,Married,House / apartment,Sales staff,0,2,1,1,61,22363.35,7,4
5388,37,Working,32269.77,6.2,Secondary / secondary special,Civil marriage,House / apartment,Core staff,1,3,0,0,37,2121.09,4,3
5389,69,Commercial associate,51836.74,7.8,Secondary / secondary special,Separated,House / apartment,IT staff,1,3,0,1,176,5933.23,2,1
5390,46,State servant,56132.09,3.7,Secondary / secondary special,Single / not married,Rented apartment,Sales staff,1,3,1,1,104,2545.5,4,3
5391,27,Commercial associate,71163.98,4.5,Higher education,Widow,House / apartment,Medicine staff,1,2,0,1,2,22157.89,6,4
5392,23,Working,62798.13,14.7,Secondary / secondary special,Civil marriage,House / apartment,Core staff,1,3,0,1,115,5430.55,2,2
5393,40,Student,16734.52,0.5,Secondary / secondary special,Widow,House / apartment,Laborers,0,1,0,0,130,31681.17,6,2
5394,24,Commercial associate,68319.02,10.0,Higher education,Civil marriage,With parents,Sales staff,1,2,1,1,49,24217.29,3,2
5395,42,Working,16947.06,9.9,Incomplete higher,Single / not married,House / apartment,Laborers,0,1,0,1,76,18172.42,5,3
5396,41,Working,39998.98,2.2,Secondary / secondary special,Widow,Rented apartment,Sales staff,0,2,1,1,71,34192.57,5,4
5397,64,Working,41457.68,16.1,Higher education,Married,House / apartment,IT staff,1,3,1,1,126,3788.34,3,2
5398,37,Working,64272.72,5.5,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0,1,1,0,38,16561.16,3,2
5399,34,Pensioner,23038.95,0.0,Higher education,Separated,House / apartment,Sales staff,0,2,1,1,113,0.0,6,4
5400,51,Working,49171.54,6.5,Secondary / secondary special,Widow,Municipal apartment,Core staff,0,2,1,0,130,8666.47,2,2
5401,52,Pensioner,30212.42,0.0,Higher education,Single / not married,House / apartment,Sales staff,0,2,0,0,127,0.0,5,3
5402,22,Working,63233.38,4.7,Higher education,Civil marriage,House / apartment,Managers,0,2,1,1,114,25919.47,2,2
5403,25,Working,42893.53,10.1,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0,1,1,1,175,30127.06,5,2
5404,29,Working,58037.64,10.3,Secondary / secondary special,Separated,House / apartment,IT staff,1,3,1,0,165,11743.06,1,1
5405,59,Commercial associate,24197.83,6.6,Higher education,Civil marriage,House / apartment,Accountants,1,3,1,0,115,42426.79,4,3
5406,31,Pensioner,12182.61,0.0,Higher education,Separated,House / apartment,Managers,0,2,0,0,151,4863.99,4,3
5407,69,Working,9037.33,10.7,Higher education,Separated,Rented apartment,Sales staff,0,1,0,1,22,749.93,1,3
5408,42,Working,57379.26,3.7,Higher education,Widow,Rented apartment,Sales staff,1,3,1,1,65,8513.91,0,4
5409,66,Working,55610.25,6.4,Secondary / secondary special,Married,House / apartment,Sales staff,0,2,0,1,55,19585.24,1,3
5410,33,Pensioner,36788.91,0.0,Higher education,Separated,House / apartment,IT staff,0,1,1,1,182,26355.78,1,2
5411,41,Working,34331.55,8.5,Secondary / secondary special,Married,House / apartment,Accountants,0,1,1,0,98,24517.19,2,2
5412,27,Pensioner,22477.23,0.0,Secondary / secondary special,Married,Municipal apartment,Laborers,0,1,1,1,36,10931.5,4,4
5413,62,Working,43093.5,3.3,Higher education,Separated,With parents,Core staff,0,2,0,1,142,28478.02,2,3
5414,50,Working,67738.26,4.4,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,1,3,0,1,151,8770.38,6,2
5415,24,Pensioner,44599.52,0.0,Secondary / secondary special,Separated,With parents,Sales staff,0,1,1,1,205,49908.57,3,3
5416,57,Commercial associate,76669.98,8.9,Secondary / secondary special,Widow,House / apartment,Sales staff,3,5,1,1,148,27890.3,2,2
5417,64,Working,50213.56,8.2,Secondary / secondary special,Married,House / apartment,IT staff,0,1,1,0,222,0.0,0,1
5418,54,Student,22010.76,3.6,Higher education,Civil marriage,Municipal apartment,IT staff,0,1,0,1,56,9154.77,0,2
5419,60,Working,40970.48,9.7,Secondary / secondary special,Married,House / apartment,Drivers,2,3,0,0,116,5928.24,7,3
5420,34,Working,38842.67,9.7,Lower secondary,Widow,House / apartment,Medicine staff,0,1,1,0,46,40432.03,5,4
5421,42,Working,42967.9,11.5,Secondary / secondary special,Widow,With parents,Drivers,0,2,1,1,101,3811.85,6,2
5422,62,Commercial associate,39447.0,8.0,Secondary / secondary special,Widow,With parents,Medicine staff,1,3,0,1,25,0.0,0,3
5423,50,Pensioner,26284.91,0.0,Secondary / secondary special,Widow,House / apartment,Sales staff,1,3,0,0,88,27209.75,1,4
5424,50,Working,27400.82,4.6,Incomplete higher,Single / not married,With parents,Core staff,0,1,1,1,148,0.0,2,3
5425,58,State servant,54350.11,5.3,Higher education,Single / not married,Rented apartment,Laborers,1,2,0,0,76,10813.76,0,3
5426,51,Commercial associate,71417.44,10.9,Secondary / secondary special,Widow,Rented apartment,Drivers,1,2,1,1,87,24770.02,3,2
5427,27,Student,22505.2,4.0,Secondary / secondary special,Separated,House / apartment,Medicine staff,0,1,0,1,139,10470.31,7,3
